,Country Code,Category,Name,Avg Price,Currency,Nb of Offers,Rank,Rating,Reviews,Description,scrape_link,date_scraped,Produsenter,Bildestørrelse,Oppløsning,Skjermteknologi,HDR,Smart TV,Lanseringsår,Pris/tommer,Produktnavn,Kategori,"TV-mottaker, digital",Doble mottakere,Støtte for CI/CA-modul,CI+,Type av digitale mottakere,"Analog 3,5mm-inngang",Digital optisk ut (S/PDIF),HDMI,Antall HDMI-innganger,HDCP-versjon,HDMI-versjon,Standarder som støttes,Hodetelefonutgang,Komponent inn (YPbPr/YCbCr),Kompositt inn,USB-kontakt,Innspillingsfunksjon via USB (PVR),USB 2.0,USB 3.1 Gen 1 (5Gbps),USB-kontakt (totalt),VGA inn,Øvrige tilkoblinger,Bevegelsesforbedring (frekvens/indeks),Metode,Bildeforhold,Bildefrekvens,Bildestørrelse (cm),Bildstorlek,Lysstyrke,Oppdateringsfrekvens,Skjermtype,Støttede videoformater,Bildefiler som støttes,Lydfiler som støttes,Lydformat,Videofiler som støttes,Design panel,Tilgjengelige farger,Dybde uten stativ,"Høyde, uten stativ",Mål (BxHxD),Bredde,Dybde,Høyde,Produktvekt,Vekt uten stativ,Funksjoner,Internettjenester/apper som støttes,Operativsystem,Ethernet-tilkobling,Trådløst nettverk (Wi-Fi),Trådløs nettverksstandard (IEEE 802.11),3D-støtte (3D-Ready),DLNA,Full HD (HD ready 1080p),4K120,Ultra HD-sertifisert (UHD/4K),Type av HDR,Streaming-standard,VESA-feste,Type VESA-feste,Integrerte høyttalere,Prosessorhastighet,Energiforbruk i HDR-modus (per 1000 t),Energiforbruk i SDR-modus (per 1000 t),Energiklasse (A-G),Energiklasse (HDR),Strømforbruk operativ (min-maks),Strømforbruk standby/hvilemodus,Tilkobling for 9V/12V/14V,Bakgrunnsbelysning,Diodeplassering,Teknologier,Paneltype,Brilleteknologi,Medfølgende briller
861,NO,TV,"Allview 40ATC6000-F 40"" Full HD (1920x1080) LCD",3158.50,NOK,2.0,Rangering 1007,,(1),"Den billigste prisen for Allview 40ATC6000-F 40"" Full HD (1920x1080) LCD akkurat nå er 3 128 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6477410,23/08/2022 09:43:12,Allview,40 Tommer,Full HD (1920x1080),LCD,,,2022,78.2 kr/tomme,"Allview 40ATC6000-F 40"" Full HD (1920x1080) LCD",TV,,,,,,,,,,,,,,,,,,,,,,,,,16:9,,,,,,,"720p, 1080p (Full HD), 1080i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
862,NO,TV,"Philips 32PHS5527 32"" HD Ready (1366x768) LCD",2499.00,NOK,1.0,Rangering 1008,,(1),"Den billigste prisen for Philips 32PHS5527 32"" HD Ready (1366x768) LCD akkurat nå er 2 499 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6497305,23/08/2022 09:43:15,Philips,32 Tommer,1366x768,LCD,,,,78.09 kr/tomme,"Philips 32PHS5527 32"" HD Ready (1366x768) LCD",TV,Ja,,,,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,,,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",80 cm,32 Tommer,,,,"480p, 576p, 720p, 480i, 576i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED (lysdiode),,,,,
863,NO,TV,"Panasonic TX-55LX650E 55"" 4K Ultra HD (3840x2160) LCD Android TV",7581.33,NOK,3.0,Rangering 1009,,(1),"Den billigste prisen for Panasonic TX-55LX650E 55"" 4K Ultra HD (3840x2160) LCD Android TV akkurat nå er 7 304 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=6688466,23/08/2022 09:43:17,Panasonic,55 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,,132.8 kr/tomme,"Panasonic TX-55LX650E 55"" 4K Ultra HD (3840x2160) LCD Android TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,139 cm,55 Tommer,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
864,NO,TV,"LG 65UR762H 65"" 4K Ultra HD (3840x2160) LCD Smart TV",17812.00,NOK,3.0,Rangering 1011,,(1),"Den billigste prisen for LG 65UR762H 65"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 17 037 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5946147,23/08/2022 09:43:19,LG,65 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,262.11 kr/tomme,"LG 65UR762H 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,Ja,,,2.0,,,,,Ja,,,,,,,,,,,165 cm,65 Tommer,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,WebOS,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
865,NO,TV,"Toshiba 24WA3B63DG 24"" HD Ready (1366x768) LCD Smart TV",2731.00,NOK,1.0,Rangering 1012,,(1),"Den billigste prisen for Toshiba 24WA3B63DG 24"" HD Ready (1366x768) LCD Smart TV akkurat nå er 2 731 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5698188,23/08/2022 09:43:21,Toshiba,24 Tommer,1366x768,LCD,Ja,Ja,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,NO,TV,"Hitachi 40HE3100 40"" Full HD (1920x1080) LCD Smart TV",4929.50,NOK,2.0,Rangering 1013,,(1),"Den billigste prisen for Hitachi 40HE3100 40"" Full HD (1920x1080) LCD Smart TV akkurat nå er 4 906 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6489627,23/08/2022 09:43:23,Hitachi,40 Tommer,Full HD (1920x1080),LCD,,,,122.65 kr/tomme,"Hitachi 40HE3100 40"" Full HD (1920x1080) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,16:9,,102 cm,40 Tommer,,,,"720p, 1080p (Full HD), 1080i",,,,,,,,,,,,,,,,,,,,,,,Ja,,Nei,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
867,NO,TV,"Philips 50HFL6214U 50"" 4K Ultra HD (3840x2160) LCD Smart TV",15380.00,NOK,2.0,Rangering 1014,,(1),"Den billigste prisen for Philips 50HFL6214U 50"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 13 755 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6237685,23/08/2022 09:43:25,Philips,50 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,275.1 kr/tomme,"Philips 50HFL6214U 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,DVB-C (digital kabel-TV),,,Ja,,,,,,,,,,,,,,,,,,,126 cm,50 Tommer,400 cd/m²,,,2160p (4K Ultra HD),,,,,,"Sort, Grå",,,,,,,,,,SVT Play,Android,,Ja,,,,Ja,,Ja,,,Ja,,,,,,,,,,Nei,LED (lysdiode),,,,,
868,NO,TV,"Sony Bravia KD-32W804P 32"" LCD Smart TV",4990.00,NOK,1.0,Rangering 1015,,(1),"Den billigste prisen for Sony Bravia KD-32W804P 32"" LCD Smart TV akkurat nå er 4 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5754105,23/08/2022 09:43:29,Sony,32 Tommer,,LCD,,Ja,,155.94 kr/tomme,"Sony Bravia KD-32W804P 32"" LCD Smart TV",TV,,,,,,,Ja,,,,,,,,,,,,,,,,,,,,80 cm,32 Tommer,,,LED,"720p, 1080i",,,,,,Sort,,,,,,,5 kg,,Talestyring,SVT Play,Android,Ja,Ja,,,,,,,,,Ja,,,,32 kWh,32 kWh,,,32 W,,,LED (lysdiode),,,,,
869,NO,TV,"Samsung HG32EE690DB 32"" Full HD (1920x1080) LCD Smart TV",6108.00,NOK,1.0,Rangering 1016,,(1),"Den billigste prisen for Samsung HG32EE690DB 32"" Full HD (1920x1080) LCD Smart TV akkurat nå er 6 108 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=3807137,23/08/2022 09:43:32,Samsung,32 Tommer,Full HD (1920x1080),LCD,Nei,Ja,2016,190.88 kr/tomme,"Samsung HG32EE690DB 32"" Full HD (1920x1080) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Nei,Ja,3 stk,,,,Ja,1 stk,1 stk,Ja,Ja,2 stk,0 stk,2 stk,Ja,,,,16:9,,80 cm,32 Tommer,300 cd/m²,,,"720p, 1080p (Full HD), 1080i, 2160p (4K Ultra HD)",,,"DTS 5.1, Dolby Digital Plus",,Flat,"Sort, Sølv, Titan",,433.8 mm,,730 mm,192.6 mm,483.8 mm,,,"Bilde i bilde (PiP), Bluetooth, Støtte for HbbTV",,,Ja,Ja,,Nei,Ja,Ja,,Nei,,,Ja,100x100mm,2.0 (Stereo),,,,,,85 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),,,,
870,NO,TV,"Samsung QLED QE55Q67B 55"" 4K Ultra HD (3840x2160) Smart TV",13360.00,NOK,2.0,Rangering 1018,,(1),"Den billigste prisen for Samsung QLED QE55Q67B 55"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 13 360 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6497443,23/08/2022 09:43:37,Samsung,55 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,,242.91 kr/tomme,"Samsung QLED QE55Q67B 55"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,,,,"DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,,,,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",,55 Tommer,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,,,,,,,,,,,,Tizen OS,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
871,NO,TV,"Loewe Bild i.55 55"" 4K Ultra HD (3840x2160) OLED",32999.00,NOK,1.0,Rangering 1021,,(1),"Den billigste prisen for Loewe Bild i.55 55"" 4K Ultra HD (3840x2160) OLED akkurat nå er 32 999 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5874453,23/08/2022 09:43:39,Loewe,55 Tommer,4K Ultra HD (3840x2160),OLED,,,,599.98 kr/tomme,"Loewe Bild i.55 55"" 4K Ultra HD (3840x2160) OLED",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,,,,,,
872,NO,TV,"Sony Bravia FWD-85Z9J 85"" 8K (7680x4320) LCD Smart TV",111122.67,NOK,3.0,Rangering 1023,,(1),"Den billigste prisen for Sony Bravia FWD-85Z9J 85"" 8K (7680x4320) LCD Smart TV akkurat nå er 99 300 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5806298,23/08/2022 09:43:41,Sony,85 Tommer,8K (7680x4320),LCD,Ja,Ja,2021,1168.24 kr/tomme,"Sony Bravia FWD-85Z9J 85"" 8K (7680x4320) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,215 cm,85 Tommer,,,,"480p, 576p, 720p, 1080p (Full HD), 1080i, 2160p (4K Ultra HD), 4320p (8K)",,,,,,,,,,,,,,,,SVT Play,Android,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),Bakbelyst (Back),Lokal dimming,,,
873,NO,TV,"TCL 32S615 32"" HD Ready (1366x768) LCD Smart TV",2950.60,NOK,5.0,Rangering 1024,2.3,(1 anmeldelse),"Den billigste prisen for TCL 32S615 32"" HD Ready (1366x768) LCD Smart TV akkurat nå er 2 763 ,-.   Prisjakt sammenligner priser og tilbud fra 5 butikker. ",https://www.prisjakt.no/product.php?p=5295699,23/08/2022 09:43:43,TCL,32 Tommer,1366x768,LCD,Ja,Ja,2020,86.34 kr/tomme,"TCL 32S615 32"" HD Ready (1366x768) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,Ja,Ja,2 stk,,1.4,,,,,Ja,,,,,,,,,,,,32 Tommer,210 cd/m²,,,"720p, 1080i",JPEG/JPG,"MP3, WMA",,"WMV, AVC/H.264, AVI, TS, HEVC/H.265",,Sort,,430 mm,,721 mm,180 mm,473 mm,3.55 kg,3.7 kg,"Bluetooth, Talestyring","YouTube, Nettleser, Netflix, SVT Play",Android,Ja,Ja,"802.11b, 802.11g, 802.11n (Wi-Fi 4)",,Ja,Nei,,,HDR10,,Ja,100x100mm,,,,,,G,63 W,0.31 W,,LED (lysdiode),,,,,
874,NO,TV,"Hisense 50A7100FTUK 50"" 4K Ultra HD (3840x2160) LCD Smart TV",5108.00,NOK,1.0,Rangering 1025,,(1),"Den billigste prisen for Hisense 50A7100FTUK 50"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 5 108 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5422198,23/08/2022 09:43:46,Hisense,50 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,102.16 kr/tomme,"Hisense 50A7100FTUK 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,3 stk,,2.0,ARC,,,,Ja,,,,2 stk,,,,,,,,50 Tommer,300 cd/m²,,,2160p (4K Ultra HD),JPEG/JPG,"MP3, WMA, FLAC, AAC",,"MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, AVI, Matroska (MKV), MOV, FLV, HEVC/H.265",,Sort,82 mm,792 mm,,1116 mm,226 mm,709 mm,9.9 kg,9.8 kg,"Bluetooth, Støtte for HbbTV","YouTube, Nettleser, Netflix",,Ja,Ja,"802.11b, 802.11g, 802.11n (Wi-Fi 4)",,,Ja,,Ja,"HDR10, HLG",,Ja,,,,,,G,,130 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),,,,
875,NO,TV,"Nokia FNE32GV210 32"" Full HD (1920x1080) LCD Smart TV",3499.00,NOK,1.0,Rangering 1026,,(1),"Den billigste prisen for Nokia FNE32GV210 32"" Full HD (1920x1080) LCD Smart TV akkurat nå er 3 499 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6237503,23/08/2022 09:43:48,Nokia,32 Tommer,Full HD (1920x1080),LCD,,Ja,2022,109.34 kr/tomme,"Nokia FNE32GV210 32"" Full HD (1920x1080) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,16:9,,,,,,,"720p, 1080p (Full HD), 1080i",,,,,,Sort,,,,,,,,,,SVT Play,Android,,Ja,,,,,,,,,,,,,,,,,,,,LED (lysdiode),,,,,
876,NO,TV,"Samsung UE58AU7172 58"" 4K Ultra HD (3840x2160) LCD Smart TV",9984.00,NOK,3.0,Rangering 1027,,(1),"Den billigste prisen for Samsung UE58AU7172 58"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 9 244 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5743260,23/08/2022 09:43:51,Samsung,58 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,,159.38 kr/tomme,"Samsung UE58AU7172 58"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,Ja,,,,,,,,,,,,,,,Ja,Samsung Picture Quality Index (PQI) 2000,,,,58 Tommer,,,LED,2160p (4K Ultra HD),,,,,,Grå,,,,,,,,15.2 kg,,,Tizen OS,Ja,Ja,,,Ja,Ja,,Ja,,,Ja,400x300mm,,,130 kWh,112 kWh,G,G,,,Nei,LED (lysdiode),,,,,
877,NO,TV,"Philips 22PFT5303 22"" Full HD (1920x1080) LCD",3287.00,NOK,1.0,Rangering 1029,,(1),"Den billigste prisen for Philips 22PFT5303 22"" Full HD (1920x1080) LCD akkurat nå er 3 287 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=4792752,23/08/2022 09:43:53,Philips,22 Tommer,Full HD (1920x1080),LCD,Nei,Nei,2018,149.41 kr/tomme,"Philips 22PFT5303 22"" Full HD (1920x1080) LCD",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,Ja,Ja,2 stk,,2.0,,Ja,,,Ja,Ja,1 stk,,1 stk,,SCART,Ja,Philips Picture Performance Index (PPI) 200,16:9,,,22 Tommer,250 cd/m²,50 Hz,,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i","JPEG/JPG, PNG, BMP, GIF","MP3, WMA, WAV (PCM), AAC, Matroska (MKA)",,"MPEG1, MPEG2, MPEG4, WMV, AVC/H.264, HD WMV9 (VC-1), AVI, Matroska (MKV), HEVC/H.265",Flat,Sort,54.1 mm,308 mm,,487.04 mm,118 mm,311 mm,2.7 kg,2.6 kg,,,,,Nei,,Nei,,Ja,,Nei,,,Ja,75x75mm,2.0 (Stereo),,,,,,20 W,0.3 W,,LED (lysdiode),Bakbelyst (Back),,IPS,,
878,NO,TV,"Philips 43HFL6114U 43"" 4K Ultra HD (3840x2160) LCD Smart TV",12942.00,NOK,5.0,Rangering 1031,,(1),"Den billigste prisen for Philips 43HFL6114U 43"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 8 860 ,-.   Prisjakt sammenligner priser og tilbud fra 5 butikker. ",https://www.prisjakt.no/product.php?p=5692473,23/08/2022 09:43:56,Philips,43 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2021,206.05 kr/tomme,"Philips 43HFL6114U 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,,Ja,2 stk,,,,,,,Ja,,,,2 stk,,,,,,,108 cm,43 Tommer,350 cd/m²,,,2160p (4K Ultra HD),,,Dolby Atmos,,,Sølv,,,,,,,,,,"YouTube, Netflix, SVT Play",Android,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,,Ja,,Ja,,,Ja,,,,,,,,,,Nei,LED (lysdiode),,,,,
879,NO,TV,"Philips 50BFL2214 50"" 4K Ultra HD (3840x2160) LCD Smart TV",9044.67,NOK,6.0,Rangering 1032,,(1),"Den billigste prisen for Philips 50BFL2214 50"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 7 295 ,-.   Prisjakt sammenligner priser og tilbud fra 6 butikker. ",https://www.prisjakt.no/product.php?p=6219582,23/08/2022 09:43:59,Philips,50 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,145.9 kr/tomme,"Philips 50BFL2214 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,DVB-C (digital kabel-TV),,,Ja,,,,,,,,Ja,,,,,,,,,16:9,,126 cm,50 Tommer,350 cd/m²,,,2160p (4K Ultra HD),,,,,,Sort,,,,,,,,,,SVT Play,Android,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
880,NO,TV,"Sony Bravia FWD-75X95H/T 75"" 4K Ultra HD (3840x2160) LCD Smart TV",29187.33,NOK,3.0,Rangering 1033,,(1),"Den billigste prisen for Sony Bravia FWD-75X95H/T 75"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 27 915 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5402016,23/08/2022 09:44:03,Sony,75 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,372.2 kr/tomme,"Sony Bravia FWD-75X95H/T 75"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,4 stk,,,,,,,Ja,,,,2 stk,,,,,16:9,120p,189 cm,75 Tommer,670 cd/m²,,,2160p (4K Ultra HD),JPEG/JPG,"MP3, WMA, WAV (PCM)",,"Xvid, MPEG2, WMV, AVI, Matroska (MKV), MOV",,"Sort, Sølv",,969 mm,,,,,,,,SVT Play,Android,Ja,Ja,,,,Ja,,Ja,,,Ja,400x300mm,,,,,,,,0.5 W,Nei,LED (lysdiode),,,,,
881,NO,TV,"Panasonic Viera TX-55HX580E 55"" 4K Ultra HD (3840x2160) LCD Smart TV",8890.33,NOK,3.0,Rangering 1034,,(1),"Den billigste prisen for Panasonic Viera TX-55HX580E 55"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 8 417 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5546172,23/08/2022 09:44:07,Panasonic,55 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,153.04 kr/tomme,"Panasonic Viera TX-55HX580E 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,4 stk,,,,,1 stk,,Ja,,,,2 stk,Ja,,,,16:9,"24p, 30p, 60p, 50p",139 cm,55 Tommer,,,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",JPEG/JPG,"MP3, WMA, Ogg Vorbis, WAV (PCM), AAC",,"MPEG4, WMV, 3GP/3GPP, AVI, Matroska (MKV), MOV, TS, FLV",,Sort,82 mm,719 mm,,1243 mm,250 mm,762 mm,16 kg,14 kg,Støtte for HbbTV,,,Ja,Ja,,,,Ja,,Ja,"Dolby Vision, HDR10, HLG",,Ja,200x200mm,,,,,,,82 W,0.5 W,Nei,LED (lysdiode),,,,,
882,NO,TV,"Engel LE2490ATV 24"" HD Ready (1366x768) LCD Android TV",2862.33,NOK,3.0,Rangering 1036,,(1),"Den billigste prisen for Engel LE2490ATV 24"" HD Ready (1366x768) LCD Android TV akkurat nå er 2 829 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=5799829,23/08/2022 09:44:09,Engel,24 Tommer,1366x768,LCD,,Ja,,117.88 kr/tomme,"Engel LE2490ATV 24"" HD Ready (1366x768) LCD Android TV",TV,,,,,,,,Ja,3 stk,,,,,,,Ja,,,,,,,,,,24p,,24 Tommer,,,,,,,,,,Sort,,,,,,,,,,SVT Play,Android,,Ja,,,,Nei,,,,,,,,,,,,,,,,LED (lysdiode),,,,,
883,NO,TV,"Sony Bravia FWD-65A80J 65"" 4K Ultra HD (3840x2160) OLED Smart TV",28867.00,NOK,4.0,Rangering 951,,(1),"Den billigste prisen for Sony Bravia FWD-65A80J 65"" 4K Ultra HD (3840x2160) OLED Smart TV akkurat nå er 27 691 ,-.   Prisjakt sammenligner priser og tilbud fra 4 butikker. ",https://www.prisjakt.no/product.php?p=5769587,23/08/2022 09:44:13,Sony,65 Tommer,4K Ultra HD (3840x2160),OLED,Ja,Ja,,426.02 kr/tomme,"Sony Bravia FWD-65A80J 65"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,,,,,,,,Ja,4 stk,,,,,,,Ja,,,,,,,,,,,164 cm,65 Tommer,,,,2160p (4K Ultra HD),,,,,,Sort,,,,,,,,,,SVT Play,Android,,Ja,,,,Ja,,Ja,,,Ja,,,,,,,,,,Nei,,,,,,
884,NO,TV,"LG 43UQ9100 43"" 4K Ultra HD (3840x2160) LCD Smart TV",8974.00,NOK,2.0,Rangering 1037,,(1),"Den billigste prisen for LG 43UQ9100 43"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 8 974 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6088913,23/08/2022 09:44:16,LG,43 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,208.7 kr/tomme,"LG 43UQ9100 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,Ja,,,,,,,,Ja,,,,,,,,,,,108 cm,43 Tommer,,,,2160p (4K Ultra HD),,,,,,"Sort, Tre",,,,,,,,,Bluetooth,,,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
885,NO,TV,"Hisense 55B4E31T 55"" 4K Ultra HD (3840x2160) LCD Smart TV",13612.17,NOK,6.0,Rangering 1038,,(1),"Den billigste prisen for Hisense 55B4E31T 55"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 10 999 ,-.   Prisjakt sammenligner priser og tilbud fra 6 butikker. ",https://www.prisjakt.no/product.php?p=5832750,23/08/2022 09:44:20,Hisense,55 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,,199.98 kr/tomme,"Hisense 55B4E31T 55"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,Ja,2 stk,,2.0,,,,,Ja,,,,2 stk,,,,,,,,55 Tommer,500 cd/m²,,,2160p (4K Ultra HD),,,,,,Sort,,712.6 mm,,1241 mm,,,,,,SVT Play,Android,Ja,Ja,,,,Ja,,Ja,,,Ja,,,,,,,,171 W,0.5 W,Nei,LED (lysdiode),,,,,
